Date,^GSPC,^STOXX
2005-07-18,1221.1300048828125,280.57000732421875
2005-07-19,1229.3499755859375,281.6700134277344
2005-07-20,1235.199951171875,281.05999755859375
2005-07-21,1227.0400390625,281.4599914550781
2005-07-22,1233.6800537109375,281.6600036621094
2005-07-25,1229.030029296875,282.8299865722656
2005-07-26,1231.1600341796875,283.0
2005-07-27,1236.7900390625,283.7900085449219
2005-07-28,1243.719970703125,285.20001220703125
2005-07-29,1234.1800537109375,285.0299987792969
2005-08-01,1235.3499755859375,285.29998779296875
2005-08-02,1244.1199951171875,287.44000244140625
2005-08-03,1245.0400390625,287.0899963378906
2005-08-04,1235.8599853515625,284.92999267578125
2005-08-05,1226.4200439453125,283.8500061035156
2005-08-08,1223.1300048828125,285.6199951171875
2005-08-09,1231.3800048828125,287.3599853515625
2005-08-10,1229.1300048828125,289.760009765625
2005-08-11,1237.81005859375,288.8500061035156
2005-08-12,1230.3900146484375,288.20001220703125
2005-08-15,1233.8699951171875,288.0799865722656
2005-08-16,1219.3399658203125,287.3999938964844
2005-08-17,1220.239990234375,286.6600036621094
2005-08-18,1219.02001953125,285.75
2005-08-19,1219.7099609375,288.4800109863281
2005-08-22,1221.72998046875,288.67999267578125
2005-08-23,1217.5899658203125,287.0299987792969
2005-08-24,1209.5899658203125,285.6300048828125
2005-08-25,1212.3699951171875,283.67999267578125
2005-08-26,1205.0999755859375,281.82000732421875
2005-08-29,1212.280029296875,282.6099853515625
2005-08-30,1208.4100341796875,282.5400085449219
2005-08-31,1220.3299560546875,284.82000732421875
2005-09-01,1221.5899658203125,286.8399963378906
2005-09-02,1218.02001953125,286.7099914550781
2005-09-05,,288.3299865722656
2005-09-06,1233.3900146484375,290.7300109863281
2005-09-07,1236.3599853515625,291.8299865722656
2005-09-08,1231.6700439453125,291.54998779296875
2005-09-09,1241.47998046875,292.45001220703125
2005-09-12,1240.56005859375,293.1199951171875
2005-09-13,1231.199951171875,291.0899963378906
2005-09-14,1227.1600341796875,292.04998779296875
2005-09-15,1227.72998046875,292.1300048828125
2005-09-16,1237.9100341796875,293.8800048828125
2005-09-19,1231.02001953125,294.6000061035156
2005-09-20,1221.3399658203125,294.92999267578125
2005-09-21,1210.199951171875,291.8900146484375
2005-09-22,1214.6199951171875,290.8399963378906
2005-09-23,1215.2900390625,292.2099914550781
2005-09-26,1215.6300048828125,295.75
2005-09-27,1215.6600341796875,294.80999755859375
2005-09-28,1216.8900146484375,297.3299865722656
2005-09-29,1227.6800537109375,296.32000732421875
2005-09-30,1228.81005859375,297.3999938964844
2005-10-03,1226.699951171875,299.75
2005-10-04,1214.469970703125,300.6099853515625
2005-10-05,1196.3900146484375,297.5199890136719
2005-10-06,1191.489990234375,293.4200134277344
2005-10-07,1195.9000244140625,292.07000732421875
2005-10-10,1187.3299560546875,292.8699951171875
2005-10-11,1184.8699951171875,293.5400085449219
2005-10-12,1177.6800537109375,291.44000244140625
2005-10-13,1176.8399658203125,288.44000244140625
2005-10-14,1186.5699462890625,288.9100036621094
2005-10-17,1190.0999755859375,288.8299865722656
2005-10-18,1178.1400146484375,288.260009765625
2005-10-19,1195.760009765625,283.260009765625
2005-10-20,1177.800048828125,284.55999755859375
2005-10-21,1179.5899658203125,283.2799987792969
2005-10-24,1199.3800048828125,286.6099853515625
2005-10-25,1196.5400390625,285.7699890136719
2005-10-26,1191.3800048828125,286.9100036621094
2005-10-27,1178.9000244140625,283.1099853515625
2005-10-28,1198.4100341796875,283.5199890136719
2005-10-31,1207.010009765625,290.2900085449219
2005-11-01,1202.760009765625,290.45001220703125
2005-11-02,1214.760009765625,291.54998779296875
2005-11-03,1219.93994140625,295.8800048828125
2005-11-04,1220.1400146484375,295.510009765625
2005-11-07,1222.81005859375,296.6700134277344
2005-11-08,1218.5899658203125,296.80999755859375
2005-11-09,1220.6500244140625,296.5199890136719
2005-11-10,1230.9599609375,296.7200012207031
2005-11-11,1234.719970703125,299.8500061035156
2005-11-14,1233.760009765625,299.9100036621094
2005-11-15,1229.010009765625,299.0199890136719
2005-11-16,1231.2099609375,296.739990234375
2005-11-17,1242.800048828125,298.0299987792969
2005-11-18,1248.27001953125,299.8699951171875
2005-11-21,1254.8499755859375,300.7200012207031
2005-11-22,1261.22998046875,300.9599914550781
2005-11-23,1265.6099853515625,302.19000244140625
2005-11-24,,301.42999267578125
2005-11-25,1268.25,302.30999755859375
2005-11-28,1257.4599609375,300.2799987792969
2005-11-29,1257.47998046875,300.95001220703125
2005-11-30,1249.47998046875,299.4700012207031
2005-12-01,1264.6700439453125,304.30999755859375
2005-12-02,1265.0799560546875,306.67999267578125
2005-12-05,1262.0899658203125,305.489990234375
2005-12-06,1263.699951171875,307.1000061035156
2005-12-07,1257.3699951171875,306.7799987792969
2005-12-08,1255.8399658203125,306.9200134277344
2005-12-09,1259.3699951171875,306.8599853515625
2005-12-12,1260.4300537109375,306.79998779296875
2005-12-13,1267.4300537109375,307.2200012207031
2005-12-14,1272.739990234375,306.30999755859375
2005-12-15,1270.93994140625,305.6700134277344
2005-12-16,1267.3199462890625,307.82000732421875
2005-12-19,1259.9200439453125,307.45001220703125
2005-12-20,1259.6199951171875,308.5899963378906
2005-12-21,1262.7900390625,310.17999267578125
2005-12-22,1268.1199951171875,309.54998779296875
2005-12-23,1268.6600341796875,309.70001220703125
2005-12-27,1256.5400390625,310.5400085449219
2005-12-28,1258.1700439453125,310.1099853515625
2005-12-29,1254.4200439453125,311.8599853515625
2005-12-30,1248.2900390625,310.0299987792969
2006-01-02,,311.19000244140625
2006-01-03,1268.800048828125,313.0400085449219
2006-01-04,1273.4599609375,316.1400146484375
2006-01-05,1273.47998046875,315.0400085449219
2006-01-06,1285.449951171875,317.1000061035156
2006-01-09,1290.1500244140625,317.7099914550781
2006-01-10,1289.68994140625,315.70001220703125
2006-01-11,1294.1800537109375,317.54998779296875
2006-01-12,1286.06005859375,318.67999267578125
2006-01-13,1287.6099853515625,316.8699951171875
2006-01-16,,317.57000732421875
2006-01-17,1282.9300537109375,315.2300109863281
2006-01-18,1277.9300537109375,312.510009765625
2006-01-19,1285.0400390625,314.3500061035156
2006-01-20,1261.489990234375,312.4599914550781
2006-01-23,1263.8199462890625,311.70001220703125
2006-01-24,1266.8599853515625,311.0
2006-01-25,1264.6800537109375,314.489990234375
2006-01-26,1273.8299560546875,317.5400085449219
2006-01-27,1283.719970703125,321.2200012207031
2006-01-30,1285.18994140625,321.07000732421875
2006-01-31,1280.0799560546875,321.0400085449219
2006-02-01,1282.4599609375,324.4800109863281
2006-02-02,1270.8399658203125,321.55999755859375
2006-02-03,1264.030029296875,321.7699890136719
2006-02-06,1265.02001953125,322.1300048828125
2006-02-07,1254.780029296875,321.1000061035156
2006-02-08,1265.6500244140625,320.55999755859375
2006-02-09,1263.780029296875,324.29998779296875
2006-02-10,1266.989990234375,323.0899963378906
2006-02-13,1262.8599853515625,324.70001220703125
2006-02-14,1275.530029296875,324.1199951171875
2006-02-15,1280.0,324.510009765625
2006-02-16,1289.3800048828125,326.3399963378906
2006-02-17,1287.239990234375,327.30999755859375
2006-02-20,,328.0799865722656
2006-02-21,1283.030029296875,329.17999267578125
2006-02-22,1292.6700439453125,331.04998779296875
2006-02-23,1287.7900390625,330.45001220703125
2006-02-24,1289.4300537109375,331.489990234375
2006-02-27,1294.1199951171875,332.4800109863281
2006-02-28,1280.6600341796875,327.8800048828125
2006-03-01,1291.239990234375,330.739990234375
2006-03-02,1289.1400146484375,327.75
2006-03-03,1287.22998046875,327.5899963378906
2006-03-06,1278.260009765625,329.4100036621094
2006-03-07,1275.8800048828125,327.55999755859375
2006-03-08,1278.469970703125,324.9200134277344
2006-03-09,1272.22998046875,327.5
2006-03-10,1281.4200439453125,330.1000061035156
2006-03-13,1284.1300048828125,332.6099853515625
2006-03-14,1297.47998046875,333.260009765625
2006-03-15,1303.02001953125,334.0
2006-03-16,1305.3299560546875,334.1600036621094
2006-03-17,1307.25,334.4100036621094
2006-03-20,1305.0799560546875,335.1300048828125
2006-03-21,1297.22998046875,335.4800109863281
2006-03-22,1305.0400390625,336.44000244140625
2006-03-23,1301.6700439453125,336.1700134277344
2006-03-24,1302.949951171875,337.8599853515625
2006-03-27,1301.6099853515625,335.2300109863281
2006-03-28,1293.22998046875,333.2200012207031
2006-03-29,1302.8900146484375,333.9800109863281
2006-03-30,1300.25,336.6400146484375
2006-03-31,1294.8699951171875,334.44000244140625
2006-04-03,1297.81005859375,337.20001220703125
2006-04-04,1305.9300537109375,335.54998779296875
2006-04-05,1311.56005859375,336.75
2006-04-06,1309.0400390625,337.5400085449219
2006-04-07,1295.5,336.0199890136719
2006-04-10,1296.6199951171875,337.6499938964844
2006-04-11,1286.5699462890625,333.739990234375
2006-04-12,1288.1199951171875,333.0799865722656
2006-04-13,1289.1199951171875,334.3599853515625
2006-04-17,1285.3299560546875,
2006-04-18,1307.280029296875,334.0400085449219
2006-04-19,1309.9300537109375,337.8800048828125
2006-04-20,1311.4599609375,338.7200012207031
2006-04-21,1311.280029296875,341.1000061035156
2006-04-24,1308.1099853515625,339.29998779296875
2006-04-25,1301.739990234375,339.05999755859375
2006-04-26,1305.4100341796875,339.70001220703125
2006-04-27,1309.719970703125,337.8399963378906
2006-04-28,1310.6099853515625,336.4800109863281
2006-05-01,1305.18994140625,
2006-05-02,1313.2099609375,339.8900146484375
2006-05-03,1308.1199951171875,337.20001220703125
2006-05-04,1312.25,338.760009765625
2006-05-05,1325.760009765625,342.1099853515625
2006-05-08,1324.6600341796875,342.3699951171875
2006-05-09,1325.1400146484375,343.8399963378906
2006-05-10,1322.8499755859375,341.94000244140625
2006-05-11,1305.9200439453125,340.7799987792969
2006-05-12,1291.239990234375,333.67999267578125
2006-05-15,1294.5,328.79998779296875
2006-05-16,1292.0799560546875,329.2900085449219
2006-05-17,1270.3199462890625,320.0799865722656
2006-05-18,1261.81005859375,318.6300048828125
2006-05-19,1267.030029296875,318.7699890136719
2006-05-22,1262.0699462890625,309.6199951171875
2006-05-23,1256.5799560546875,317.510009765625
2006-05-24,1258.5699462890625,313.05999755859375
2006-05-25,1272.8800048828125,316.9100036621094
2006-05-26,1280.1600341796875,323.1700134277344
2006-05-29,,322.9100036621094
2006-05-30,1259.8699951171875,315.8500061035156
2006-05-31,1270.0899658203125,318.8599853515625
2006-06-01,1285.7099609375,320.1000061035156
2006-06-02,1288.219970703125,320.9599914550781
2006-06-05,1265.2900390625,318.94000244140625
2006-06-06,1263.8499755859375,312.57000732421875
2006-06-07,1256.1500244140625,314.260009765625
2006-06-08,1257.9300537109375,305.8399963378906
2006-06-09,1252.300048828125,311.010009765625
2006-06-12,1237.43994140625,308.54998779296875
2006-06-13,1223.68994140625,301.6600036621094
2006-06-14,1230.0400390625,302.25
2006-06-15,1256.1600341796875,309.6199951171875
2006-06-16,1251.5400390625,307.55999755859375
2006-06-19,1240.1300048828125,309.7799987792969
2006-06-20,1240.1199951171875,311.3999938964844
2006-06-21,1252.199951171875,311.4700012207031
2006-06-22,1245.5999755859375,312.7200012207031
2006-06-23,1244.5,313.1700134277344
2006-06-26,1250.56005859375,312.29998779296875
2006-06-27,1239.199951171875,310.19000244140625
2006-06-28,1246.0,310.70001220703125
2006-06-29,1272.8699951171875,316.2200012207031
2006-06-30,1270.199951171875,320.6600036621094
2006-07-03,1280.18994140625,322.20001220703125
2006-07-04,,322.8699951171875
2006-07-05,1270.9100341796875,318.9800109863281
2006-07-06,1274.0799560546875,321.94000244140625
2006-07-07,1265.47998046875,321.3500061035156
2006-07-10,1267.3399658203125,322.4100036621094
2006-07-11,1272.4300537109375,319.45001220703125
2006-07-12,1258.5999755859375,320.29998779296875
2006-07-13,1242.280029296875,315.6400146484375
2006-07-14,1236.199951171875,311.67999267578125
2006-07-17,1234.489990234375,310.3999938964844
2006-07-18,1236.8599853515625,309.82000732421875
2006-07-19,1259.81005859375,316.79998779296875
2006-07-20,1249.1300048828125,317.5
2006-07-21,1240.2900390625,314.55999755859375
2006-07-24,1260.9100341796875,320.4100036621094
2006-07-25,1268.8800048828125,320.7799987792969
2006-07-26,1268.4000244140625,322.1099853515625
2006-07-27,1263.199951171875,325.3699951171875
2006-07-28,1278.550048828125,327.32000732421875
2006-07-31,1276.6600341796875,326.0400085449219
2006-08-01,1270.9200439453125,323.510009765625
2006-08-02,1277.4100341796875,326.79998779296875
2006-08-03,1280.27001953125,324.1199951171875
2006-08-04,1279.3599853515625,327.8699951171875
2006-08-07,1275.77001953125,324.2300109863281
2006-08-08,1271.47998046875,324.44000244140625
2006-08-09,1265.949951171875,326.6099853515625
2006-08-10,1271.81005859375,324.0400085449219
2006-08-11,1266.739990234375,324.45001220703125
2006-08-14,1268.2099609375,327.3599853515625
2006-08-15,1285.5799560546875,330.1199951171875
2006-08-16,1295.4300537109375,331.42999267578125
2006-08-17,1297.47998046875,331.8399963378906
2006-08-18,1302.300048828125,330.9800109863281
2006-08-21,1297.52001953125,330.69000244140625
2006-08-22,1298.8199462890625,331.7300109863281
2006-08-23,1292.989990234375,330.1600036621094
2006-08-24,1296.06005859375,331.05999755859375
2006-08-25,1295.0899658203125,331.4100036621094
2006-08-28,1301.780029296875,332.7900085449219
2006-08-29,1304.280029296875,333.6000061035156
2006-08-30,1305.3699951171875,335.510009765625
2006-08-31,1303.8199462890625,334.7300109863281
2006-09-01,1311.010009765625,336.42999267578125
2006-09-04,,337.79998779296875
2006-09-05,1313.25,336.6499938964844
2006-09-06,1300.260009765625,332.9800109863281
2006-09-07,1294.02001953125,329.8699951171875
2006-09-08,1298.9200439453125,331.2200012207031
2006-09-11,1299.5400390625,329.4100036621094
2006-09-12,1313.0,333.6400146484375
2006-09-13,1318.0699462890625,334.6499938964844
2006-09-14,1316.280029296875,334.6600036621094
2006-09-15,1319.6600341796875,335.67999267578125
2006-09-18,1321.1800537109375,335.79998779296875
2006-09-19,1317.6400146484375,333.9700012207031
2006-09-20,1325.1800537109375,337.5299987792969
2006-09-21,1318.030029296875,339.0
2006-09-22,1314.780029296875,335.1099853515625
2006-09-25,1326.3699951171875,334.92999267578125
2006-09-26,1336.3499755859375,339.5199890136719
2006-09-27,1336.5899658203125,341.3800048828125
2006-09-28,1338.8800048828125,341.6300048828125
2006-09-29,1335.8499755859375,341.42999267578125
2006-10-02,1331.3199462890625,341.3900146484375
2006-10-03,1334.1099853515625,340.5199890136719
2006-10-04,1350.199951171875,343.010009765625
2006-10-05,1353.219970703125,344.989990234375
2006-10-06,1349.5899658203125,345.54998779296875
2006-10-09,1350.6600341796875,345.94000244140625
2006-10-10,1353.4200439453125,348.260009765625
2006-10-11,1349.949951171875,348.57000732421875
2006-10-12,1362.8299560546875,351.4200134277344
2006-10-13,1365.6199951171875,352.3800048828125
2006-10-16,1369.06005859375,353.0799865722656
2006-10-17,1364.050048828125,349.260009765625
2006-10-18,1365.800048828125,352.5899963378906
2006-10-19,1366.9599609375,352.5799865722656
2006-10-20,1368.5999755859375,353.6499938964844
2006-10-23,1377.02001953125,354.8399963378906
2006-10-24,1377.3800048828125,354.8999938964844
2006-10-25,1382.219970703125,356.010009765625
2006-10-26,1389.0799560546875,355.4599914550781
2006-10-27,1377.3399658203125,354.54998779296875
2006-10-30,1377.9300537109375,353.4100036621094
2006-10-31,1377.93994140625,353.3399963378906
2006-11-01,1367.81005859375,354.6000061035156
2006-11-02,1367.3399658203125,353.19000244140625
2006-11-03,1364.300048828125,354.3299865722656
2006-11-06,1379.780029296875,358.2699890136719
2006-11-07,1382.8399658203125,359.8399963378906
2006-11-08,1385.719970703125,359.55999755859375
2006-11-09,1378.3299560546875,358.9200134277344
2006-11-10,1380.9000244140625,358.4700012207031
2006-11-13,1384.4200439453125,359.2200012207031
2006-11-14,1393.219970703125,358.2300109863281
2006-11-15,1396.5699462890625,360.239990234375
2006-11-16,1399.760009765625,361.0400085449219
2006-11-17,1401.199951171875,358.25
2006-11-20,1400.5,359.4800109863281
2006-11-21,1402.81005859375,359.9800109863281
2006-11-22,1406.0899658203125,359.54998779296875
2006-11-23,,358.69000244140625
2006-11-24,1400.949951171875,355.9800109863281
2006-11-27,1381.9599609375,350.6000061035156
2006-11-28,1386.719970703125,349.5400085449219
2006-11-29,1399.47998046875,354.2300109863281
2006-11-30,1400.6300048828125,351.7799987792969
2006-12-01,1396.7099609375,349.30999755859375
2006-12-04,1409.1199951171875,351.5899963378906
2006-12-05,1414.760009765625,353.9100036621094
2006-12-06,1412.9000244140625,354.0299987792969
2006-12-07,1407.2900390625,356.0299987792969
2006-12-08,1409.8399658203125,356.3399963378906
2006-12-11,1413.0400390625,358.42999267578125
2006-12-12,1411.56005859375,359.70001220703125
2006-12-13,1413.2099609375,361.989990234375
2006-12-14,1425.489990234375,364.17999267578125
2006-12-15,1427.0899658203125,366.1600036621094
2006-12-18,1422.47998046875,365.94000244140625
2006-12-19,1425.550048828125,363.489990234375
2006-12-20,1423.530029296875,364.55999755859375
2006-12-21,1418.300048828125,364.1499938964844
2006-12-22,1410.760009765625,362.45001220703125
2006-12-26,1416.9000244140625,
2006-12-27,1426.8399658203125,366.1700134277344
2006-12-28,1424.72998046875,366.32000732421875
2006-12-29,1418.300048828125,365.260009765625
2007-01-03,1416.5999755859375,369.8399963378906
2007-01-04,1418.3399658203125,368.760009765625
2007-01-05,1409.7099609375,365.69000244140625
2007-01-08,1412.8399658203125,365.3800048828125
2007-01-09,1412.1099853515625,366.2099914550781
2007-01-10,1414.8499755859375,363.8399963378906
2007-01-11,1423.8199462890625,370.1000061035156
2007-01-12,1430.72998046875,371.8599853515625
2007-01-15,,374.1600036621094
2007-01-16,1431.9000244140625,372.0199890136719
2007-01-17,1430.6199951171875,371.7300109863281
2007-01-18,1426.3699951171875,371.5799865722656
2007-01-19,1430.5,374.2300109863281
2007-01-22,1422.949951171875,372.79998779296875
2007-01-23,1427.989990234375,372.6099853515625
2007-01-24,1440.1300048828125,376.0199890136719
2007-01-25,1423.9000244140625,374.8699951171875
2007-01-26,1422.1800537109375,372.3800048828125
2007-01-29,1420.6199951171875,373.3399963378906
2007-01-30,1428.8199462890625,374.6000061035156
2007-01-31,1438.239990234375,372.7200012207031
2007-02-01,1445.93994140625,376.95001220703125
2007-02-02,1448.3900146484375,378.9800109863281
2007-02-05,1446.989990234375,379.2300109863281
2007-02-06,1448.0,380.5400085449219
2007-02-07,1450.02001953125,381.6199951171875
2007-02-08,1448.31005859375,378.29998779296875
2007-02-09,1438.06005859375,380.239990234375
2007-02-12,1433.3699951171875,378.05999755859375
2007-02-13,1444.260009765625,378.7200012207031
2007-02-14,1455.300048828125,381.70001220703125
2007-02-15,1456.81005859375,381.2900085449219
2007-02-16,1455.5400390625,380.80999755859375
2007-02-19,,382.19000244140625
2007-02-20,1459.6800537109375,380.989990234375
2007-02-21,1457.6300048828125,378.4599914550781
2007-02-22,1456.3800048828125,379.70001220703125
2007-02-23,1451.18994140625,380.5299987792969
2007-02-26,1449.3699951171875,382.1700134277344
2007-02-27,1399.0400390625,370.55999755859375
2007-02-28,1406.8199462890625,365.0299987792969
2007-03-01,1403.1700439453125,361.7900085449219
2007-03-02,1387.1700439453125,360.6700134277344
2007-03-05,1374.1199951171875,356.3999938964844
2007-03-06,1395.4100341796875,359.69000244140625
2007-03-07,1391.969970703125,361.6499938964844
2007-03-08,1401.8900146484375,366.5400085449219
2007-03-09,1402.8399658203125,367.3500061035156
2007-03-12,1406.5999755859375,365.489990234375
2007-03-13,1377.949951171875,361.55999755859375
2007-03-14,1387.1700439453125,351.92999267578125
2007-03-15,1392.280029296875,359.0199890136719
2007-03-16,1386.949951171875,359.05999755859375
2007-03-19,1402.06005859375,364.4200134277344
2007-03-20,1410.93994140625,367.2300109863281
2007-03-21,1435.0400390625,368.75
2007-03-22,1434.5400390625,374.20001220703125
2007-03-23,1436.1099853515625,375.9800109863281
2007-03-26,1437.5,372.8500061035156
2007-03-27,1428.6099853515625,372.4599914550781
2007-03-28,1417.22998046875,370.1000061035156
2007-03-29,1422.530029296875,374.2900085449219
2007-03-30,1420.8599853515625,374.2200012207031
2007-04-02,1424.550048828125,375.5299987792969
2007-04-03,1437.77001953125,379.489990234375
2007-04-04,1439.3699951171875,379.989990234375
2007-04-05,1443.760009765625,380.260009765625
2007-04-09,1444.6099853515625,
2007-04-10,1448.3900146484375,382.510009765625
2007-04-11,1438.8699951171875,382.19000244140625
2007-04-12,1447.800048828125,380.7900085449219
2007-04-13,1452.8499755859375,383.3299865722656
2007-04-16,1468.3299560546875,387.7200012207031
2007-04-17,1471.47998046875,387.8599853515625
2007-04-18,1472.5,385.8800048828125
2007-04-19,1470.72998046875,384.3900146484375
2007-04-20,1484.3499755859375,389.2699890136719
2007-04-23,1480.9300537109375,388.8500061035156
2007-04-24,1480.4100341796875,385.3800048828125
2007-04-25,1495.4200439453125,387.79998779296875
2007-04-26,1494.25,388.3999938964844
2007-04-27,1494.0699462890625,386.1000061035156
2007-04-30,1482.3699951171875,386.92999267578125
2007-05-01,1486.300048828125,
2007-05-02,1495.9200439453125,388.6400146484375
2007-05-03,1502.3900146484375,389.7200012207031
2007-05-04,1505.6199951171875,392.7300109863281
2007-05-07,1509.47998046875,392.8800048828125
2007-05-08,1507.719970703125,389.7900085449219
2007-05-09,1512.5799560546875,390.5799865722656
2007-05-10,1491.469970703125,387.7200012207031
2007-05-11,1505.8499755859375,389.7799987792969
